acidosGraxosMonoInsaturados,acidosGraxosPoliInsaturados,acidosGraxosSaturados,acidosGraxosTrans,calcio,carboidratoDisponível,carboidratoTotal,cobre,colesterol,energia,equivalenteFolato,ferro,fibraAlimentar,fosforo,lipidios,magnesio,niacina,nome,potassio,proteina,riboflavina,selenio,sodio,tiamina,umidade,vitaminaARAE,vitaminaARE,vitaminaB12,vitaminaB6,vitaminaC,vitaminaD,vitaminaE,zinco
"0,00","1,70","0,47","3,18","1,04","1,81","5,84",174,"0,00",76,"0,00","0,00","4,03",tr,"6,21","0,17",tr,"Abacate, polpa, in natura","17,0","1,15","0,02","0,23","7,16","0,00","86,3","0,20","0,12",tr,"0,04",tr,"6,21","3,11","18,5"
"0,00","0,02","0,37","0,03","0,10","10,6","12,0",125,"0,00",51,"0,00","0,00","1,38","2,88","0,34","0,51","0,13","Abacaxi, polpa, grelhado, c/ canela","16,8","0,70","0,06","0,16","22,4","0,00","86,6","0,42","0,11","0,01","0,02","0,00","1,69","0,92","10,8"
"0,00","0,02","0,39","0,02","0,08","32,5","33,3",137,"0,00",136,"0,00","0,00","0,84","5,24","0,26","0,90","0,10","Abacaxi, cozido, caramelado","19,3","0,60","0,04","0,16","24,6","0,00","65,5","0,30","0,10",tr,"0,02",tr,"0,00","0,00","11,1"
"0,00","0,25","1,08","0,38","0,83","5,43","8,22",170,"0,00",48,"0,00","0,01","2,79",188,"1,61","0,37","0,06","Abobora, cabotian (japonesa), c/ quiabo, refogado (c/ oleo, cebola e alho), c/ salsa, c/ sal","15,8","1,51","4,08","0,34","45,9","0,00","87,6","0,68","0,10","0,02","0,00","0,06",313,156,"37,2"
"0,00","0,02","0,36","0,03","0,10","10,5","11,6",137,"0,00",50,"0,00","0,00","1,12","2,84","0,33","0,47","0,17","Abacaxi, polpa, in natura","16,6","0,68","0,05","0,15","18,4","0,00","87,0","0,41","0,12",tr,"0,02",tr,"2,00","1,00","10,5"
"0,00","0,13","1,99","0,18","0,57","58,6","64,9",767,"0,00",279,"0,00","0,00","6,24","15,9","1,86","2,64","0,92","Abacaxi, polpa, desidratada","92,8","3,80","0,26","0,86",102,"0,00","27,5","2,26","0,69",tr,"0,11",tr,"11,2","5,58","58,7"
"0,00","0,01","0,33","0,01","0,04","7,47","7,80",106,"0,00",33,"0,00","0,00","0,33","1,24","0,11","0,36","0,05","Abacaxi, polpa, congelada","10,1","0,47","0,02","0,06","13,5","0,00","91,3","0,06","0,04",tr,tr,tr,"2,26","1,13","7,63"
"0,00","0,30","0,39","0,10","0,10","13,2","14,9",128,"0,00",66,"0,00","0,00","1,70",tr,"0,70","0,16",tr,"Abiu, in natura","9,30","0,83",NA,"0,10","5,78","0,00","83,1",NA,"0,09",tr,"0,04","0,05",NA,NA,"20,3"
"0,00","0,03","0,82","0,02","0,01","1,57","3,98","67,9","0,00",17,"0,00","0,00","2,41",127,"0,14",tr,tr,"Abobora, moranga, s/ casca, s/ semente, cozida, drenada, s/ oleo, c/ sal","1,21","1,21","1,50","0,06","3,22","0,00","93,8","1,08","0,05",tr,tr,"0,04",342,171,"7,74"
"0,00","0,39","0,49","0,58","1,45","1,53","3,90","66,4","0,00",38,"0,00","0,00","2,36",tr,"2,53",tr,"0,00","Abobora, moranga, s/ casca, s/ semente, cozida, drenada, c/ oleo de soja, s/ sal","1,18","1,19","1,76","0,06","3,08","0,00","91,9","1,05","0,06",tr,tr,"0,04",335,167,"7,58"
"0,00","0,39","0,81","0,58","1,44","1,53","3,89","66,2","0,00",38,"0,00","0,01","2,36",127,"2,52",tr,"0,00","Abobora, moranga, s/ casca, s/ semente, cozida, drenada, c/ oleo de soja, c/ sal","1,18","1,18","1,75","0,06","3,15","0,00","91,6","1,05","0,06",tr,tr,"0,04",334,167,"7,55"
"0,00","0,05","0,75","0,03","0,02","2,34","5,93",202,"0,00",26,"0,00","0,00","3,60",tr,"0,21",tr,tr,"Abobora, moranga, s/ casca, s/ semente, assada, s/ oleo, s/ sal","2,99","1,81","2,23","0,11","4,94","0,00","91,3","1,78","0,08",tr,tr,"0,09",515,257,"12,8"
"0,00","0,05","1,06","0,03","0,02","2,33","5,92",201,"0,00",26,"0,00","0,00","3,59",127,"0,21",tr,tr,"Abobora, moranga, s/ casca, s/ semente, assada, s/ oleo, c/ sal","2,99","1,80","2,23","0,11","5,00","0,00","91,0","1,78","0,08",tr,tr,"0,09",513,256,"12,8"
"0,00","0,22","0,82","0,30","0,73","2,42","5,00",134,"0,00",33,"0,00","0,00","2,58","93,1","1,34","0,21","0,03","Abobora, moranga, s/ casca, cozida, c/ molho de tomate (tomate, c/ oleo, cebola e alho), c/ salsa, c/ pimenta-do-reino, s/ sal","5,83","1,42","1,41","0,13","10,5","0,00","91,4","0,92","0,08","0,02","0,01","0,06",297,148,"16,2"
"0,00","0,21","1,27","0,29","0,73","2,28","4,78",133,"0,00",32,"0,00","0,00","2,50",280,"1,33","0,18","0,03","Abobora, moranga, s/ casca, cozida, c/ molho de tomate (tomate, c/ oleo, cebola e alho), c/ salsa, c/ pimenta-do-reino, c/ sal","5,28","1,38","1,40","0,12","8,88","0,00","91,2","0,91","0,07","0,01","0,01","0,06",296,148,"15,6"
"14,6","0,28","3,38","0,36","0,60","20,5","25,0","57,6","0,00",189,"0,04","0,00","4,51",242,"0,77","4,17","0,02","Almondega de soja, assada, s/ sal","15,0","22,8","0,10","1,27","54,4","0,07","48,0","2,84","0,03","0,34","0,03","0,04","42,4","24,0",233
"14,6","0,28","3,37","0,36","0,60","20,5","25,0","56,7","0,00",189,"0,04","0,00","4,50",422,"0,77","4,17","0,02","Almondega de soja, assada, c/ sal","15,0","22,8","0,10","1,27","54,5","0,07","48,1","2,84","0,03","0,34","0,03","0,04","42,4","24,0",233
"10,2","0,44","2,87","0,62","1,35","15,6","19,5",132,"0,00",155,"0,03","0,00","3,92",291,"2,11","3,06","0,05","Almondega de soja, assada, c/ molho de tomate, c/ sal","15,3","16,5","0,42","0,96","41,6","0,05","59,0","2,09","0,06","0,24","0,03","0,05","70,7","37,3",174
"0,00","1,19","1,33","1,63","3,86","1,08","6,15",383,"0,00",86,"0,00","0,06","5,07","17,7","7,20","1,89","0,04","Almeirao, refogado (c/ oleo, cebola e alho), s/ sal","21,0","1,68",NA,"0,23","77,1","0,00","83,6",NA,"0,07","4,90","0,07","0,06",NA,NA,"37,5"
"0,00","1,19","1,33","1,63","3,86","1,08","6,15",383,"0,00",86,-,"0,06","5,07",145,"7,20","1,89","0,04","Almeirao, refogado (c/ oleo, cebola e alho), c/ sal","21,0","1,68",-,"0,23","77,2","0,00","83,6",-,"0,07","4,90","0,07","0,06",616,308,"37,5"
"0,00","0,07","1,16","0,01","0,13","1,08","4,12",433,"0,00",20,"0,00","0,00","3,04","2,76","0,29","0,87","0,13","Almeirao, cru","16,7","1,78","2,18","0,34","30,4","0,00","92,6","1,30","0,12","0,74","0,21",tr,577,288,"46,6"
"0,00","0,07","1,19","0,01","0,13","1,11","4,24",223,"0,00",21,"0,00","0,00","3,13","2,13","0,30","0,67","0,09","Almeirao, cozido, drenado, s/ oleo, s/ sal","10,3","1,84","2,25","0,26","29,8","0,00","92,4","1,21","0,11","0,49","0,14",tr,535,267,"43,2"
"0,00","0,07","1,51","0,01","0,13","0,79","3,92",223,"0,00",19,"0,00","0,00","3,13",129,"0,30","0,67","0,09","Almeirao, cozido, drenado, s/ oleo, c/ sal","10,3","1,84","2,25","0,26","29,9","0,00","92,4","1,21","0,11","0,49","0,14",tr,535,267,"43,2"
"0,00","0,02","0,62",tr,"0,08","4,37","6,88",224,"0,00",29,"0,00","0,00","2,51","1,76","0,14","0,64","0,06","Alho-poro, cru","10,7","1,41","0,43","0,24","33,6","0,00","91,0","0,53","0,29","0,34",tr,"0,08","16,2","8,08","36,5"
"0,00","0,03","0,57","0,00","0,11","6,62","7,62","87,0","0,00",34,"0,00",NA,"1,00","10,00","0,20","1,10","0,03","Alho-poro, cozido, drenado, s/ oleo, s/ sal","14,0","0,81","0,50","0,06","30,0","0,00","90,8","0,50","0,06","0,20","0,02","0,11",NA,"41,0","17,0"
"68,1","0,52","0,99","0,63","1,27","11,4","13,0",108,"0,00",108,"1,62","0,01","1,56",163,"2,65","5,59","0,08","Arroz com frutos do mar, c/ arroz integral, s/ sal","23,6","8,72","0,56","0,94","21,3","0,01","74,7","0,54","0,42","0,38","0,03","0,05","5,96","6,71","86,8"
"7,71","0,51","1,25","0,73","1,60","11,9","13,7",156,"0,00",102,"0,21","0,01","1,75",287,"3,00","0,24","0,07","Arroz com peixe, c/ arroz integral, c/ sal","19,0","6,05","0,77","0,28","7,09","0,00","76,0","7,53","0,07","0,00","0,01","0,06","27,9","14,6","74,8"
"0,00","1,29","0,61","1,85","7,95","24,7","26,9",120,"0,00",222,"0,00","0,01","2,24","2,06","11,4","0,59","0,06","Arroz com nozes, c/ arroz polido, s/ sal","42,7","4,18","0,31","0,74","21,2","0,00","56,9","2,51","0,24","0,16","0,00","0,04","0,00","0,00","81,1"
"0,00","1,29","0,61","1,85","7,95","24,5","26,8",120,"0,00",222,"0,00","0,01","2,24","2,05","11,4","0,59","0,06","Arroz com nozes, c/ arroz polido, c/ sal","42,6","4,17","0,30","0,74","21,2","0,00","57,1","2,51","0,24","0,16","0,00","0,04","0,00","0,00","81,0"
"0,00","1,37","0,64","2,07","8,11","19,0","22,0",129,"0,00",205,"0,00","0,01","2,95","1,22","11,7","0,42","0,12","Arroz com nozes, c/ arroz integral, s/ sal","41,7","4,23","0,43","0,54","18,8","0,00","61,4","1,84","0,13","0,16","0,00","0,10","0,00","0,00","97,3"
"0,00","1,37","0,64","2,07","8,11","18,9","21,9",129,"0,00",204,"0,00","0,01","2,94","1,22","11,7","0,42","0,12","Arroz com nozes, c/ arroz integral, c/ sal","41,6","4,22","0,43","0,54","18,8","0,00","62,4","1,83","0,13","0,16","0,00","0,09","0,00","0,00","97,1"
"5,96","0,48","1,02","0,62","1,42","12,9","14,0",135,"0,00",104,"3,59","0,01","1,12",113,"2,78","13,0","0,07","Arroz com mexilhao (marisco lambe-lambe), c/ arroz polido, s/ sal","19,2","6,26","0,44","1,19","15,2","0,00","76,0","0,75","0,96","0,52","0,07","0,05","24,8","24,5","63,5"
"5,96","0,48","1,48","0,62","1,42","12,8","13,9",131,"0,00",103,"3,59","0,01","1,10",300,"2,78","13,0","0,07","Arroz com mexilhao (marisco lambe-lambe), c/ arroz polido, c/ sal","19,1","6,24","0,44","1,19","14,3","0,00","75,6","0,74","0,96","0,51","0,07","0,05","22,2","23,2","63,2"
"10,6","2,76","0,76","1,50","1,32","25,2","26,4","43,5","0,00",170,"0,01","0,15","1,17",189,"6,23","0,29","0,02","Arroz com macarrao (aletria, cabelo de anjo),  c/ arroz polido, c/ sal","15,1","2,68","0,30","0,43","6,39","0,00","63,9","1,60","0,11","0,38","0,00","0,02","47,2","46,5","28,4"
"16,3","1,90","1,29","2,40","2,17","18,1","19,4",165,"0,00",167,"0,19","0,02","1,29",352,"7,34","0,49","0,10","Arroz com linguica, c/ arroz polido, s/ sal","21,2","6,50","0,59","1,06","7,65","0,23","65,5","1,07","0,13","1,32","0,02","0,03","20,5","10,2","64,8"
"16,3","1,89","1,29","2,39","2,16","18,0","19,3",165,"0,00",166,"0,19","0,02","1,28",351,"7,30","0,49","0,10","Arroz com linguica, c/ arroz polido, c/ sal","21,1","6,47","0,59","1,05","7,61","0,22","65,6","1,06","0,13","1,31","0,02","0,03","20,4","10,2","64,5"
"16,3","1,97","1,32","2,57","2,29","13,9","15,7",172,"0,00",154,"0,19","0,02","1,81",352,"7,60","0,36","0,15","Arroz com linguica, c/ arroz integral, s/ sal","20,5","6,53","0,68","0,91","5,85","0,23","68,8","0,56","0,05","1,32","0,02","0,07","20,5","10,2","76,9"
"16,3","1,96","1,31","2,56","2,28","13,8","15,6",171,"0,00",153,"0,19","0,02","1,80",350,"7,56","0,36","0,14","Arroz com linguica, c/ arroz integral, c/ sal","20,4","6,50","0,68","0,91","5,83","0,22","69,0","0,56","0,05","1,31","0,02","0,07","20,4","10,2","76,6"
"6,97","1,36","1,07","1,80","1,76","18,1","20,3",139,"0,00",145,"0,20","0,01","2,24",163,"5,26","0,68","0,06","Arroz com lentilha, c/ arroz polido, s/ sal","21,2","5,24","0,41","0,82","9,45","0,11","68,1","0,93","0,14","0,42","0,03","0,05","17,8","8,91","54,9"
"6,94","1,35","1,53","1,79","1,75","18,0","20,2",138,"0,00",144,"0,19","0,01","2,23",349,"5,23","0,68","0,06","Arroz com lentilha, c/ arroz polido, c/ sal","21,1","5,21","0,41","0,82","9,51","0,11","67,8","0,93","0,14","0,41","0,03","0,05","17,7","8,87","54,7"
"0,00","0,47","0,60","0,57","1,34","21,0","23,3",101,"0,00",122,"0,00","0,02","2,28","70,4","2,52","0,51","0,02","Arroz com legumes, c/ arroz polido, s/ sal","21,6","2,72","0,45","0,54","11,6","0,00","70,9","1,26","0,13","0,43","0,01","0,02","70,3","35,2","36,3"
"0,00","0,47","1,01","0,56","1,33","20,2","22,3","99,9","0,00",118,"0,00","0,02","2,11",239,"2,50","0,44","0,02","Arroz com legumes, c/ arroz polido, c/ sal","21,2","2,47","0,44","0,49","11,4","0,00","71,7","1,16","0,12","0,43","0,01","0,03","73,3","36,7","33,6"
"0,00","0,53","0,62","0,74","1,46","16,8","19,6",108,"0,00",109,"0,00","0,02","2,81","69,8","2,79","0,38","0,06","Arroz com legumes, c/ arroz integral, s/ sal","20,9","2,75","0,54","0,39","9,84","0,00","74,3","0,75","0,05","0,43","0,01","0,07","70,3","35,2","48,5"
"0,00","0,53","1,03","0,73","1,45","16,0","18,7",106,"0,00",104,"0,00","0,02","2,64",239,"2,77","0,31","0,06","Arroz com legumes, c/ arroz integral, c/ sal","20,4","2,51","0,53","0,35","9,65","0,00","75,0","0,66","0,04","0,43","0,01","0,07","73,3","36,7","45,7"
"0,00","0,43","0,57","0,53","1,30","22,1","24,0","39,1","0,00",125,"0,00","0,01","1,90","1,29","2,45","1,55",tr,"Arroz com jambu, c/ arroz polido, s/ sal","18,6","2,58","0,30","0,40","5,14","0,00","70,4","1,26","0,12",tr,tr,"0,02","0,00","0,00","20,5"
"0,00","0,43","1,03","0,53","1,30","22,1","24,0","39,1","0,00",125,"0,00","0,01","1,88",189,"2,45","1,52",tr,"Arroz com jambu, c/ arroz polido, c/ sal","18,6","2,56","0,30","0,40","5,25","0,00","70,0","1,26","0,12",tr,tr,"0,02","0,00","0,00","20,5"
"0,00","0,51","0,60","0,74","1,45","16,8","19,4","47,4","0,00",108,"0,00","0,01","2,56","0,51","2,79","1,39",tr,"Arroz com jambu, c/ arroz integral, s/ sal","17,7","2,62","0,42","0,22","2,89","0,00","74,6","0,63","0,02",tr,tr,"0,07","0,00","0,00","35,7"
"0,00","0,51","1,06","0,74","1,45","16,8","19,4","47,5","0,00",108,"0,00","0,01","2,54",188,"2,78","1,36",tr,"Arroz com jambu, c/ arroz integral, c/ sal","17,7","2,61","0,42","0,22","3,01","0,00","74,2","0,63","0,02",tr,tr,"0,07","0,00","0,00","35,7"
"68,1","0,48","0,98","0,50","1,17","14,7","15,8",102,"0,00",118,"1,62","0,01","1,16",164,"2,45","5,69","0,04","Arroz com frutos do mar, c/ arroz polido, s/ sal","24,2","8,70","0,48","1,05","22,7","0,01","72,1","0,93","0,49","0,38","0,03","0,02","5,96","6,71","77,5"
"83,7","0,50","1,49","0,51","1,21","12,9","13,8",110,"0,00",116,"1,75","0,01","0,94",364,"2,56","6,11","0,05","Arroz com frutos do mar, c/ arroz polido, c/ sal","25,0","9,81","0,50","1,11","23,8","0,01","72,3","0,80","0,50","0,48","0,04","0,02","6,05","7,04","78,7"
"77,3","0,53","1,45","0,63","1,27","10,8","12,2","83,7","0,00",107,"1,62","0,01","1,37",348,"2,68","5,57","0,08","Arroz com frutos do mar, c/ arroz integral, c/ sal","24,3","9,27","0,55","0,96","21,0","0,01","74,4","0,47","0,41","0,44","0,03","0,05","5,58","6,50","83,7"
"26,6","0,86","0,63","1,01","1,70","18,2","19,6",122,"0,00",139,"0,03","0,01","1,38","45,3","3,84","0,46","0,03","Arroz com frango, c/ arroz polido, s/ sal","19,6","7,20","0,44","0,94","9,57","0,01","68,8","1,10","0,12","1,64","0,00","0,03","73,0","36,5","60,1"
"26,6","0,91","0,59","1,16","1,76","13,7","15,4",119,"0,00",123,"0,03","0,01","1,78","44,0","4,01","0,30","0,08","Arroz com frango, c/ arroz integral, s/ sal","18,4","7,16","0,56","0,78","6,96","0,01","72,8","0,55","0,03","1,77","0,00","0,07","59,8","29,9","70,8"
"26,5","0,90","0,59","1,15","1,76","13,6","15,4",119,"0,00",122,"0,03","0,01","1,77","43,8","3,99","0,30","0,07","Arroz com frango, c/ arroz integral, c/ sal","18,3","7,13","0,55","0,77","6,93","0,01","72,9","0,55","0,03","1,76","0,00","0,07","59,5","29,8","70,4"
"39,6","1,16","0,67","1,36","1,49","12,2","14,4",139,"0,00",190,"0,07","0,05","2,18","21,3","9,99","0,46","0,07","Arroz com frango e pequi, c/ arroz polido, s/ sal","20,4","11,8","0,30","0,82","13,1","0,00","63,1","0,70","0,14","5,46","0,06","0,03","0,00","0,00","94,6"
"39,6","1,16","1,12","1,36","1,49","12,2","14,4",135,"0,00",190,"0,07","0,05","2,16",209,"9,99","0,44","0,06","Arroz com frango e pequi, c/ arroz polido, c/ sal","20,3","11,8","0,30","0,81","12,2","0,00","62,7","0,69","0,14","5,46","0,06","0,02","0,00","0,00","94,3"
"39,6","1,20","0,68","1,47","1,57","9,39","11,9",143,"0,00",182,"0,07","0,05","2,53","20,9","10,2","0,37","0,09","Arroz com frango e pequi, c/ arroz integral, s/ sal","19,9","11,9","0,37","0,72","11,9","0,00","65,4","0,36","0,09","5,46","0,06","0,05","0,00","0,00",102
"26,5","0,86","0,63","1,00","1,69","18,1","19,5",122,"0,00",138,"0,03","0,01","1,38","45,1","3,82","0,46","0,03","Arroz com frango, c/ arroz polido, c/ sal","19,5","7,17","0,44","0,94","9,53","0,01","68,9","1,10","0,12","1,63","0,00","0,03","72,7","36,3","59,8"
"39,6","1,20","1,14","1,47","1,57","9,37","11,9",139,"0,00",181,"0,07","0,05","2,52",208,"10,2","0,36","0,09","Arroz com frango e pequi, c/ arroz integral, c/ sal","19,8","11,9","0,37","0,72","11,0","0,00","65,0","0,35","0,09","5,46","0,06","0,05","0,00","0,00",102
"0,00","0,44","0,37","0,51","1,26","22,0","23,3","53,2","0,00",121,"0,00","0,01","1,34","4,25","2,36","0,31","0,02","Arroz com espinafre, c/ arroz polido, s/ sal (arroz polido, espinafre, c/ oleo de soja, s/ sal)","25,8","2,21","0,53","0,43","19,2","0,00","71,7","1,29","0,14","0,00",tr,"0,01","50,5","25,2","20,3"
"0,00","0,44","0,84","0,51","1,25","22,0","23,3","52,4","0,00",121,"0,00","0,01","1,33",191,"2,36","0,31","0,01","Arroz com espinafre, c/ arroz polido, c/ sal (arroz polido, espinafre, c/ oleo de soja, c/ sal)","25,6","2,20","0,52","0,43","19,0","0,00","71,3","1,29","0,14","0,00",tr,"0,01","49,4","24,7","20,2"
"0,00","0,52","0,40","0,73","1,41","16,4","18,5","62,0","0,00",103,"0,00","0,01","2,03","3,42","2,71","0,14","0,07","Arroz com espinafre, c/ arroz integral, s/ sal (arroz , alho espinafre, c/ oleo de soja, s/ sal)","24,7","2,26","0,66","0,24","16,9","0,00","76,2","0,62","0,03","0,00",tr,"0,06","50,5","25,2","36,3"
"0,00","0,52","0,87","0,73","1,41","16,4","18,4","61,2","0,00",103,"0,00","0,01","2,02",191,"2,71","0,14","0,07","Arroz com espinafre, c/ arroz integral, c/ sal (arroz integral, espinafre, c/ oleo de soja, c/ sal)","24,6","2,25","0,65","0,24","16,7","0,00","75,7","0,62","0,03","0,00",tr,"0,06","49,4","24,7","36,1"
"0,00","0,44","0,58","0,51","1,29","20,5","22,2",183,"0,00",118,"0,00","0,01","1,75","3,89","2,45","0,39","0,03","Arroz com couve, c/ arroz polido, s/ sal","27,8","2,51","0,56","0,43","64,0","0,00","72,2","1,24","0,13","0,34","0,05","0,03",116,"58,3","29,5"
"0,00","0,44","0,58","0,51","1,29","20,5","22,2",180,"0,00",117,"0,00","0,01","1,74","3,84","2,45","0,39","0,03","Arroz com couve, c/ arroz polido, c/ sal","27,6","2,49","0,55","0,43","62,9","0,00","72,3","1,24","0,13","0,34","0,05","0,03",114,"57,2","29,3"
"0,00","0,52","0,61","0,71","1,43","15,6","17,9",191,"0,00",102,"0,00","0,01","2,37","3,16","2,76","0,24","0,09","Arroz com couve, c/ arroz integral, s/ sal","26,9","2,55","0,67","0,26","61,9","0,00","76,2","0,64","0,03","0,34","0,05","0,08",116,"58,3","43,7"
"0,00","0,52","1,07","0,71","1,43","15,6","17,9",188,"0,00",102,"0,00","0,01","2,35",190,"2,76","0,24","0,08","Arroz com couve, c/ arroz integral, c/ sal","26,7","2,54","0,66","0,26","60,9","0,00","75,7","0,64","0,03","0,34","0,05","0,08",114,"57,2","43,5"
"0,00","5,75","0,43","0,79","1,32","21,0","22,6","89,8","0,00",180,"0,00","0,01","1,57","9,39","9,28","0,43","0,00","Arroz com coco, c/ arroz polido, s/ sal","24,4","2,36","0,32","0,58","6,60","0,00","65,3","2,27","0,16",tr,tr,"0,02","0,00","0,00","30,3"
"0,00","5,75","0,43","0,79","1,32","20,9","22,5","89,7","0,00",180,"0,00","0,01","1,56","9,38","9,27","0,43","0,00","Arroz com coco, c/ arroz polido, c/ sal","24,3","2,35","0,32","0,58","6,57","0,00","65,5","2,26","0,16",tr,tr,"0,02","0,00","0,00","30,2"
"0,00","0,35","0,55","0,39","0,97","22,4","24,3",118,"0,00",119,"0,00","0,01","1,94","4,70","1,86","0,40",tr,"Arroz com cenoura, c/ oleo, cebola e alho, s/ sal","21,5","2,21","0,40","0,48","11,3","0,00","71,1","1,41","0,14",tr,tr,"0,03",209,104,"26,8"
"0,00","0,33","1,01","0,36","0,90","22,3","24,2",116,"0,00",118,"0,00","0,01","1,93",192,"1,75","0,40",tr,"Arroz com cenoura, c/ oleo, cebola e alho, c/ sal","21,4","2,19","0,38","0,48","11,4","0,00","70,8","1,41","0,14",tr,tr,"0,03",209,104,"26,5"
"14,0","1,01","0,50","1,01","0,78","19,3","20,3",104,"0,00",145,"0,34","0,05","1,00","29,0","3,13","0,89","0,01","Arroz com carne bovina, c/ arroz polido, s/ sal","20,6","9,46","0,47","1,98","8,05","0,07","66,6","1,13","0,13","0,53",tr,"0,02","3,55","3,27","62,3"
"14,0","0,99","0,97","0,99","0,72","19,3","20,3",103,"0,00",144,"0,34","0,05","0,99",216,"3,02","0,89","0,01","Arroz com carne bovina, c/ arroz polido, c/ sal","20,5","9,45","0,46","1,98","8,08","0,07","66,3","1,13","0,13","0,53",tr,"0,02","3,55","3,27","62,0"
"0,00","0,44","0,42","0,51","1,32","20,5","22,3","87,0","0,00",118,"0,00","0,04","1,85","1,81","2,46","0,40","0,02","Arroz com brocolis, c/ arroz polido, s/ sal","21,5","2,52","0,76","0,44","19,1","0,00","72,3","1,26","0,14","0,00","0,01","0,02","92,6","46,3","28,7"
"0,00","0,44","0,41","0,51","1,32","20,5","22,3","86,1","0,00",118,"0,00","0,04","1,83","1,79","2,46","0,40","0,02","Arroz com brocolis, c/ arroz polido, c/ sal","21,4","2,50","0,75","0,44","18,8","0,00","72,3","1,26","0,14","0,00","0,01","0,02","90,8","45,4","28,5"
"0,00","0,52","0,44","0,71","1,46","15,6","18,0","94,8","0,00",102,"0,00","0,04","2,46","1,08","2,77","0,25","0,07","Arroz com brocolis, c/ arroz integral, s/ sal","20,6","2,56","0,88","0,27","17,0","0,00","76,2","0,67","0,04","0,00","0,01","0,07","92,6","46,3","42,8"
"0,00","0,52","0,44","0,71","1,46","15,6","18,0","93,8","0,00",102,"0,00","0,04","2,45","1,06","2,77","0,25","0,07","Arroz com brocolis, c/ arroz integral, c/ sal","20,5","2,55","0,87","0,27","16,7","0,00","76,3","0,67","0,04","0,00","0,01","0,07","90,8","45,4","42,7"
"0,00","0,43","0,36","0,51","1,26","23,1","24,3","33,1","0,00",124,"0,00","0,01","1,13","3,49","2,35","0,50","0,01","Arroz com alho poro, c/ arroz polido, s/ sal","21,3","1,97","0,17","0,40","10,8","0,00","71,0","1,39","0,13","0,05",tr,"0,03","9,43","9,43","18,7"
"0,00","0,43","0,82","0,51","1,26","23,1","24,2","32,7","0,00",124,"0,00","0,01","1,13",191,"2,35","0,49","0,01","Arroz com alho poro, c/ arroz polido, c/ sal","21,2","1,97","0,16","0,40","10,7","0,00","70,6","1,39","0,13","0,05",tr,"0,03","9,24","9,24","18,6"
"0,00","0,52","0,39","0,73","1,41","17,6","19,4","41,9","0,00",106,"0,00","0,01","1,82","2,66","2,70","0,33","0,06","Arroz com alho poro, c/ arroz integral, s/ sal","20,3","2,02","0,29","0,21","8,41","0,00","75,5","0,72","0,03","0,05",tr,"0,08","9,43","9,43","34,7"
"0,00","0,32","0,36","0,32","0,79","21,1","22,5","57,3","0,00",109,"0,00","0,01","1,35","1,40","1,55","0,29","0,02","Arroz com abobrinha, c/ oleo, cebola e alho, s/ sal","21,7","2,06","0,20","0,44","8,42","0,00","73,6","1,24","0,12",tr,tr,"0,03","19,1","9,54","22,8"
"0,00","0,30","0,83","0,29","0,72","21,1","22,4","55,9","0,00",108,"0,00","0,01","1,34",189,"1,44","0,29","0,02","Arroz com abobrinha, c/ oleo, cebola e alho, c/ sal","21,6","2,05","0,18","0,44","8,45","0,00","73,3","1,24","0,12",tr,tr,"0,02","19,1","9,54","22,5"
"40,8","0,96","0,82","1,21","1,81","19,9","21,3",122,"0,00",141,"0,12","0,01","1,37",135,"4,47","0,55","0,07","Arroz chop suey, c/ arroz polido, s/ sal","20,9","4,52","0,57","0,71","13,2","0,24","68,9","3,41","0,13","0,45","0,06","0,03","98,3","57,7","69,0"
"40,6","3,11","1,12","4,57","10,5","9,40","11,5",285,"0,00",231,"0,12","0,09","2,16",152,"18,9","0,56","0,12","Arroz chop suey, c/ arroz polido, c/ molho shoyu","15,7","4,89","2,51","0,59","19,1","0,24","63,5","2,67","0,13","0,62","0,06","0,16","80,9","49,0","100,0"
"40,8","1,01","0,76","1,37","1,86","15,0","16,7",116,"0,00",123,"0,12","0,01","1,78",133,"4,63","0,37","0,12","Arroz chop suey, c/ arroz integral, s/ sal","19,5","4,46","0,69","0,53","10,2","0,24","73,4","2,82","0,04","0,62","0,06","0,07","81,2","49,2","80,1"
"40,5","1,00","0,85","1,36","1,86","15,0","16,8",116,"0,00",124,"0,12","0,01","1,81",158,"4,67","0,37","0,12","Arroz chop suey, c/ arroz integral, c/ molho shoyu","19,5","4,55","0,69","0,52","10,2","0,24","73,1","2,80","0,04","0,62","0,06","0,07","80,8","48,9","79,9"
"36,1","3,20","2,43","3,00","0,20","10,1","11,6","87,2","0,00",151,"0,00","0,21","1,50",1621,"7,12","0,95","0,03","Arroz carreteiro, s/ sal","9,29","10,8","0,31","2,67","13,3","0,00","68,0",NA,"0,08","1,60",tr,"0,07","9,86","4,93","47,6"
"35,9","3,18","2,88","2,99","0,20","10,0","11,5","86,8","0,00",150,"0,00","0,21","1,49",1801,"7,09","0,95","0,03","Arroz carreteiro, c/ sal","9,25","10,8","0,31","2,66","13,3","0,00","67,7","0,00","0,08","1,60",tr,"0,07","9,81","4,91","47,4"
"33,4","2,12","0,68","2,91","2,56","16,2","17,3",128,"0,00",185,"0,17","0,04","1,04","54,9","8,15","0,86","0,02","Arroz caipira, c/ arroz polido, s/ sal","21,8","11,1","0,44","1,08","23,3","0,00","62,8","0,95","0,15","2,76","0,01","0,02","12,7","7,18","80,9"
