acidosGraxosMonoInsaturados,acidosGraxosPoliInsaturados,acidosGraxosSaturados,acidosGraxosTrans,calcio,carboidratoDisponível,carboidratoTotal,cobre,colesterol,energia,equivalenteFolato,ferro,fibraAlimentar,fosforo,lipidios,magnesio,niacina,nome,potassio,proteina,riboflavina,selenio,sodio,tiamina,umidade,vitaminaARAE,vitaminaARE,vitaminaB12,vitaminaB6,vitaminaC,vitaminaD,vitaminaE,zinco
"32,7","2,11","0,87","1,75","1,70","7,71","9,97",173,"0,00",131,"0,81","0,10","2,26",149,"6,05","1,17","0,01","Papa de arroz polido, feijao carioca e carne bovina moida (acem), c/ caldo de frango, c/ cebola e oleo de soja, c/ sal","21,6","10,2","0,35","2,70","12,7","0,83","72,9","0,40","0,12","0,56","0,01","0,03","14,9","7,63","83,2"
"32,7","2,09","0,62","2,74","0,73","7,73","9,99",174,"0,00",131,"0,81","0,09","2,26","50,1","6,05","1,18","0,01","Papa de arroz polido, feijao carioca e carne bovina moida (acem), c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","21,6","10,2","0,39","2,70","12,6","0,83","73,1","0,40","0,11","0,56","0,01","0,03","14,9","7,66","83,3"
"32,7","2,09","0,87","2,74","0,73","7,71","9,97",173,"0,00",131,"0,81","0,09","2,26",149,"6,05","1,18","0,01","Papa de arroz polido, feijao carioca e carne bovina moida (acem), c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","21,6","10,2","0,39","2,70","12,7","0,83","72,9","0,40","0,11","0,56","0,01","0,03","14,9","7,63","83,2"
117,"1,27","0,56","1,66","1,70","6,75","7,45","85,5","0,00",93,"0,30","0,02","0,70","79,6","5,19","0,55","0,03","Papa de arroz polido, abobrinha e ovo, c/ caldo de frango, c/ cebola e oleo de soja, s/ sal","12,0","4,39","0,38","0,52","20,0","0,58","82,4","5,26","0,06","0,09","0,08","0,02","32,5","16,5","65,2"
117,"1,27","0,80","1,66","1,70","6,75","7,45","85,4","0,00",93,"0,30","0,02","0,70",179,"5,19","0,55","0,03","Papa de arroz polido, abobrinha e ovo, c/ caldo de frango, c/ cebola e oleo de soja, c/ sal","12,0","4,39","0,38","0,52","20,0","0,58","82,2","5,26","0,06","0,09","0,08","0,02","32,3","16,4","65,1"
117,"1,25","0,56","2,66","0,73","6,75","7,45","85,5","0,00",93,"0,30","0,01","0,70","79,6","5,19","0,56","0,03","Papa de arroz polido, abobrinha e ovo, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","12,0","4,39","0,42","0,52","20,0","0,58","82,4","5,26","0,05","0,09","0,08","0,02","32,5","16,5","65,2"
117,"1,25","0,80","2,66","0,73","6,75","7,45","85,5","0,00",93,"0,30","0,01","0,70",179,"5,19","0,56","0,03","Papa de arroz polido, abobrinha e ovo, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","12,0","4,39","0,42","0,52","20,0","0,58","82,2","5,26","0,05","0,09","0,08","0,02","32,3","16,4","65,1"
117,"0,96","0,57","1,20","0,52","7,05","7,77","87,0","0,00",76,"0,30","0,01","0,72","81,5","3,20","0,56","0,03","Papa de arroz polido, abobrinha e ovo , c/ caldo de frango, c/ cebola, s/ oleo, s/ sal","12,4","4,43","0,35","0,53","20,2","0,58","84,0","5,28","0,05","0,09","0,08","0,02","33,2","16,8","65,6"
117,"0,96","0,82","1,20","0,52","7,03","7,75","86,6","0,00",76,"0,30","0,01","0,72",181,"3,20","0,56","0,03","Papa de arroz polido, abobrinha e ovo , c/ caldo de frango, c/ cebola, s/ oleo, c/ sal","12,4","4,42","0,35","0,53","20,2","0,58","83,8","5,28","0,05","0,09","0,08","0,02","33,2","16,8","65,5"
"0,00","0,04","0,48","0,03","0,02","9,89","11,8",158,"0,00",46,"0,00","0,00","1,94","3,25","0,15","0,14","0,04","Papa de ameixa, manga e melao, s/ acucar","6,33","0,64","0,28","0,07","5,75","0,00","86,9","0,26","0,06","0,00","0,01","0,02","11,2","5,60","11,5"
"0,00","0,03","0,61","0,00","0,03","18,8","21,3",223,"0,00",84,"0,00","0,00","2,47","1,12","0,12","0,22","0,06","Papa de ameixa, batata doce e banana, s/ acucar","17,0","0,97","0,43","0,13","10,5","0,00","77,0","0,11","0,07","1,07","0,00","0,07",482,241,"18,8"
"0,15","0,49","0,76","1,04","0,99","24,8","29,4",158,"0,00",153,"0,00","0,02","4,60","1,55","2,78","7,50","0,20","Papa de ameixa e mamao, c/ aveia em flocos, s/ acucar","40,7","5,36","0,02","0,87","17,3","0,00","61,6","0,23","0,18","1,43","0,02","0,01","10,7","51,5","59,4"
"0,00","0,88","0,62","1,59","0,52","13,1","16,3",260,"0,00",92,"0,00","0,00","3,13","0,00","3,20","0,25","0,00","Papa de abacate e banana, s/ acucar","24,0","1,21","0,04","0,20","5,72","0,00","78,7","0,17","0,10","0,00","0,02","0,06","15,9","7,95","20,8"
NA,"0,52","2,24","0,59","0,81","43,7","49,0",159,"0,00",250,"0,00","0,21","5,38",496,"2,70","2,93","0,08","Pao, trigo/centeio, preto, forma","59,3","10,0","2,05","1,56",129,"0,00","36,0",NA,"0,14",tr,"0,04","0,14","0,00","0,00",189
"16,6","0,80","1,55","0,70","0,70","59,0","61,5","91,2","0,00",300,"0,00","0,06","2,43",430,"2,84","2,27","0,08","Pao, trigo, sovado","22,2","8,40","0,07","2,66","51,6","0,00","25,8",NA,tr,tr,"0,04","0,15","0,00","0,00",100
"27,0","1,30","2,00","1,14","1,14","51,0","54,0","86,8","0,00",292,"0,22","0,10","2,95",410,"4,63","2,16","0,08","Pao, trigo, p/ hot dog","21,2","10,1","0,32","2,53","49,2","0,00","29,3",NA,tr,tr,"0,04","0,14",NA,"34,3","95,9"
"24,1","1,17","1,90","1,02","1,02","50,1","53,3","84,7","0,00",283,"0,21","0,09","3,14",400,"4,14","2,11","0,07","Pao, trigo, p/ hamburguer","20,6","9,67","0,29","2,47","48,0","0,00","31,0",NA,tr,tr,"0,04","0,14",NA,"30,7","93,5"
"12,0","0,87","2,01","1,40","0,61","50,9","53,9","90,1","0,00",284,"0,10","0,44","2,97",199,"4,63","2,51","0,33","Pao, trigo, leite, industrializado (media de diferentes marcas)","21,0","8,15","0,12","1,44","75,3","0,00","31,3","5,50","0,72","3,03","0,20","0,05",NA,"2,00","82,3"
"0,00","0,49","2,22","0,56","0,77","43,3","48,6",159,"0,00",249,"0,00","0,20","5,29",495,"2,54","2,92","0,08","Pao, trigo, integral, forma (media de diferentes marcas)","59,2","10,5","1,93","1,55",128,NA,"36,1","5,50","0,14",tr,"0,04","0,14","0,24","0,12",189
"0,00","1,16","2,07","1,83","1,77","38,0","43,1",183,"0,00",250,"0,00","0,16","5,06",402,"5,36","2,72","0,09","Pao, trigo, integral, c/ quinoa, c/ castanha do Brasil","72,4","9,86","1,96","1,62",114,"0,00","39,6",165,"0,21","0,06","0,05","0,15","0,20","0,10",207
NA,"0,48","2,26","0,55","0,75","47,6","51,5",165,"0,00",261,"0,00","0,19","3,92",513,"2,50","3,03","0,08","Pao, trigo, integral, c/ fibras, forma","61,3","9,95","1,90","1,61",133,"0,00","33,7",NA,"0,15",tr,"0,04","0,15","0,00","0,00",196
"0,00","1,21","2,29","3,56",101,"39,6","46,5",182,"0,00",284,"0,00","0,18","6,91",446,"7,62","3,20","0,20","Pao, trigo, integral, c/ chia, c/ macadamia","76,5","10,7","1,79","1,88",151,"0,00","32,8","4,95","0,13","0,57","0,05","0,14","0,22","0,11",222
NA,"0,34","2,15","0,39","0,54","40,4","45,9",151,"0,00",232,"0,00","0,14","5,58",469,"1,79","2,77","0,07","Pao, trigo, integral","56,1","10,7","1,36","1,47",122,"0,00","39,4",NA,"0,14",tr,"0,04","0,14","0,00","0,00",179
NA,"0,50","0,53","0,60","0,70","41,6","44,1","64,7","0,00",244,"0,00","0,16","2,48",399,"2,73","5,71","0,04","Pao, trigo, gluten, forma","24,2","12,0","0,45","1,28",155,"0,00","40,7",NA,"0,06",tr,"0,03",tr,"0,00","0,00",105
"0,00","0,12","2,13","0,23","0,12","45,6","49,8","85,1","0,00",242,"0,31",-,"4,21",536,"0,53","3,57","0,46","Pao, trigo, forma, diet/light","25,8","11,5","0,04","1,38",105,"0,00","36,0",NA,"0,07","4,08","0,32","0,05",NA,"0,00",135
tr,"0,90","2,20","0,90","1,35","44,9","49,8",186,"0,00",255,"0,00","0,20","4,86",555,"2,52","3,86","0,08","Pao, trigo, fonte de fibra, forma (media de varios tipos)","58,6","10,8","1,92","1,66",120,"0,00","34,7",NA,"0,14",tr,"0,04","0,12","0,00","0,00",187
"19,3","0,88","1,55","0,74","0,72","42,1","44,3","99,5","0,00",231,"0,18","0,06","2,15",340,"3,01","2,74","0,07","Pao, trigo, doce, c/ creme diet","18,7","7,81","0,21","1,64","66,2","0,00","43,4","5,07","0,01","0,36","0,09","0,11","2,59","1,90","93,1"
"49,7","1,40","1,56","1,18","0,84","47,0","49,2","93,0","0,00",263,"0,27","0,06","2,16",323,"4,23","2,85","0,07","Pao, trigo, doce, c/ creme de confeiteiro","18,3","8,09","0,24","1,71","59,8","0,14","36,9","6,00","0,00","0,27","0,08","0,11","34,8","34,4","98,4"
"0,00","0,28","1,90","0,67","0,70","44,9","47,9",127,"0,00",269,"0,01",NA,"3,00",486,"4,80","1,56","0,56","Pao, trigo, ciabatta","28,0","10,1","0,30","0,87","60,0",NA,"35,3","10,6",NA,"4,13","0,04","0,08","0,00","0,00",103
NA,"0,12","2,16","0,14","0,19","41,9","46,5",153,"0,00",231,"0,00",NA,"4,53",476,"0,64","2,81","0,07","Pao, trigo, c/ fibras, forma","56,8","12,1","0,49","1,49",123,"0,00","38,6",NA,"0,14",tr,"0,04","0,14","0,00","0,00",181
tr,"0,43","1,98","0,40","0,63","47,7","50,4",170,"0,00",258,"0,00",NA,"2,75",491,"2,25","3,84","0,07","Pao, trigo, c/ aveia e soja, forma","46,0","10,3","1,71","1,40","88,2","0,00","35,0",NA,"0,11",tr,"0,02","0,07","0,00","0,00",147
"22,6","1,09","1,82","0,95","0,95","53,4","56,2","87,6","0,00",292,"0,22","0,08","2,84",413,"3,87","3,63","0,08","Pao, trigo, branco, hamburguer/hot dog/leite, de padaria (media de diferentes tipos)","21,3","9,39","0,27","2,05","49,6","0,00","28,7","5,50",tr,tr,"0,04","0,14",tr,tr,"96,7"
"0,00","0,46","1,98","0,53","0,73","48,8","51,5",248,"0,00",260,"0,00","0,18","2,68",860,"2,41","3,42","0,08","Pao, trigo, branco, forma, tradicional (media de diferentes marcas)","52,9","9,53","0,16","1,39","100,0","0,00","34,6","5,50","0,13",tr,"0,04","0,15","0,00","0,00",144
"15,6","1,14","2,26","1,82","0,80","56,3","59,5","98,6","0,00",315,"0,11","0,57","3,20",218,"6,03","2,75","0,36","Pao, trigo, bisnaguinha","23,0","7,31","0,15","1,44","82,3","0,00","24,9","5,50","0,11","3,32","0,22","0,05",NA,"2,60","90,0"
"52,8","4,36","1,65","2,42","1,27","41,6","43,1",179,"0,00",294,"0,24","0,19","1,55",377,"9,66","3,00","0,14","Pao, trigo, batata, assado, c/ recheio, de requeijao","21,8","9,29","0,70","0,97","98,6","0,27","36,3","8,28","0,11","0,86","0,14","0,02","79,5","79,0",188
tr,"1,10","2,16","1,00","1,60","50,1","54,9",210,"0,00",289,"0,03","0,12","4,78",605,"3,29","4,73","0,09","Pao, trigo, aveia, c/ fibras, forma, diet","56,7","12,3","0,36","1,73",108,"0,00","27,3",NA,"0,14",tr,"0,03","0,08",NA,"3,73",182
"0,00","0,17","1,90","0,11","0,54","53,5","55,7",120,"0,00",266,"0,00",NA,"2,20",536,"1,20","2,62","0,60","Pao, sirio, trigo","26,0","9,10","0,30","0,84","86,0","0,00","32,1","27,1","0,17","4,63","0,33","0,40","0,00","0,00","97,0"
"0,00","0,15","2,00","0,25","0,75","49,8","55,9",170,"0,00",266,"0,00",NA,"6,10",527,"1,71","3,06","0,34","Pao, sirio, integral","69,0","9,80","0,61","1,52","15,0","0,00","30,6","44,0","0,29","2,84","0,08","0,27","0,00","0,00",180
"5,68","0,60","1,77","0,60","1,00","52,1","56,4","89,0","0,00",278,"0,22","0,07","4,30",506,"3,11","3,04","0,08","Pao, milho, forma","29,4","8,30","0,17","0,82","77,8","0,00","30,4","5,50","0,10",tr,tr,"0,08","2,06","1,03",110
"0,00","0,00","1,90","0,81","1,39","46,9","50,1",110,"0,00",261,"0,00",NA,"3,20",550,"3,50","2,94","0,47","Pao, italiano","27,0","8,80","0,29","0,86","78,0","0,00","35,7","27,2","0,19","4,38","0,29","0,05","0,00","0,00",103
NA,"0,63","2,30","0,72","1,00","46,2","50,5",168,"0,00",268,"0,00","0,25","4,32",522,"3,31","3,08","0,08","Pao, integral, c/ fibras, forma","62,4","11,3","2,52","1,64",135,"0,00","32,6",NA,"0,15",tr,"0,04","0,15","0,00","0,00",199
"41,0","3,45","2,88","4,48","2,13","26,8","28,0",264,"0,00",276,"0,46","0,13","1,19",1059,"11,8","2,55","0,33","Pao, frances, c/ linguica, frita","23,4","15,0","0,44","2,30","12,4","0,56","42,2","3,32","0,11","4,25","0,35","0,29","0,93","0,93",170
"63,1","3,40","2,01","3,00","4,10","38,7","38,7","58,2",NA,295,"0,18","0,75",NA,406,"14,0","0,29",tr,"Pao, de queijo, industrializado, massa congelada, crua","6,84","3,65","1,92","0,43","87,8","0,13","41,7",NA,tr,tr,"0,08",tr,NA,NA,"79,0"
"63,1","3,40","2,01","3,00","4,10","37,5","38,5","58,1","0,00",293,"0,00","0,75","0,98",404,"14,0","0,29",tr,"Pao, de queijo, industrializado, cru","6,83","3,65",NA,"0,43","87,6","0,00","41,8",NA,tr,tr,"0,08",tr,"47,5","47,5","78,8"
"64,5","5,69","2,70","5,02","6,86","35,0","35,6","96,8","0,00",381,NA,"1,26","0,61",804,"23,4","0,29","0,04","Pao, de queijo, industrializado, assado","8,57","7,18",NA,"0,66",106,NA,"31,1",-,"0,01",tr,"0,10","0,04","63,8","63,8","97,5"
"52,5","3,48","1,92","2,35","1,48","41,5","43,1",200,"0,00",297,"0,45","0,14","1,61",437,"9,22","3,06","0,20","Pao, c/ recheio de linguica calabresa e queijo mucarela, caseiro","23,6","11,2","0,59","1,22",120,"0,22","34,6","9,81","0,11","1,10","0,13","0,02","47,8","47,1",163
"0,62","1,08","0,57","1,36","3,17","49,6","50,0","59,2","0,00",267,"0,02","0,09","0,47","9,62","5,65","9,68","0,79","Pao, c/ farinha de arroz, s/ gluten","17,9","4,31","0,35","3,40","8,28","0,00","39,4","0,24","0,04","0,07","0,02","0,95","2,48","2,44","71,3"
"81,5","3,31","0,60","4,34","8,81","30,7","30,9","81,3","0,00",291,"0,30","0,08","0,23",103,"17,2","0,35","0,04","Pao, bolo, de tapioca, caseiro","5,96","3,25","1,50","0,34","44,1","0,39","48,1","4,58","0,06","0,41","0,12",tr,"38,4","38,1","79,5"
"47,6","2,03","1,45","1,43","1,52","51,2","53,2",201,"0,00",297,"0,20","0,07","1,93",332,"5,70","3,72","0,18","Pao, batata, c/ farinha de trigo, caseiro","24,6","9,14","0,71","0,86","52,3","0,23","30,6","7,10","0,12","1,07","0,13","0,02","45,8","45,4",123
"13,4","3,66","1,96","1,69","0,66","56,2","63,4",344,"0,00",376,"0,01","0,23","7,21",269,"6,90","4,97","0,18","Pao, australiano, caseiro","98,9","9,66","0,82","2,10","43,7","0,00","18,1","9,68","0,48","1,16","0,06","0,08","65,7","64,5",242
"16,0","3,84","1,46","2,68","2,82","52,0","55,0",153,"0,00",329,"0,24","0,13","3,00",294,"9,42","2,60","0,15","Pao, arepa, c/ fuba, c/ queijo parmesao","41,4","7,70","0,40","1,22",110,"0,03","26,4","6,10","0,08","1,18","0,14","0,02","77,9","62,8",146
"14,2","3,48","1,34","2,51","2,82","52,1","55,0",152,"0,00",323,"0,30","0,11","2,88",237,"8,85","2,56","0,15","Pao, arepa, c/ fuba, c/ queijo mucarela","40,9","7,29","0,39","1,19","97,8","0,02","27,5","5,81","0,07","1,18","0,13","0,01","79,3","64,3",132
"0,00","15,2","0,00","23,3","60,0","0,00","0,00","0,00","0,00",900,"0,00","0,50","0,00","0,00","100,0","0,06","0,00","Oleo, soja, frito","0,00","0,00","9,11","0,01","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","0,00"
"0,00","15,2","0,00","23,3","60,0","0,00","0,00","0,00","0,00",900,"0,00","0,50","0,00","0,00","100,0","0,06","0,00","Oleo, soja, cozido","0,00","0,00","9,11","0,01","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","0,00"
"0,00","15,2","0,00","23,3","60,0","0,00","0,00","0,00","0,00",900,"0,00","0,50","0,00","0,00","100,0","0,06","0,00","Oleo, soja, assado","0,00","0,00","9,11","0,01","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","0,00"
"0,00","15,2","0,00","23,3","60,0","0,00","0,00","0,00","0,00",900,"0,00","0,50","0,00","0,00","100,0","0,06","0,00","Oleo, soja","0,00","0,00","12,1","0,01","0,00","0,00","0,00","0,00","0,32","0,00","0,00","0,00","0,00","0,00","0,00"
"0,00","15,2","0,00","23,3","60,0","0,00","0,00","0,00","0,00",900,"0,00","0,50","0,00","0,00","100,0","0,06","0,00","Oleo, milho, frito","0,00","0,00","9,11","0,01","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","0,00"
"0,00","15,2","0,00","33,4","50,9","0,00","0,00","0,00","0,00",900,"0,00","0,48","0,00","0,00","100,0","0,00","0,00","Oleo, milho, cozido","0,00","0,00","11,1","0,00","0,00","0,00","0,00","0,00","0,29","0,00","0,00","0,00","0,00","0,00","0,00"
"0,00","15,2","0,00","23,3","60,0","0,00","0,00","0,00","0,00",900,"0,00","0,50","0,00","0,00","100,0","0,06","0,00","Oleo, milho, assado","0,00","0,00","9,11","0,01","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","0,00"
"0,00","15,2","0,00","33,4","50,9","0,00","0,00","0,00","0,00",900,"0,00","0,48","0,00","0,00","100,0","0,00","0,00","Oleo, milho","0,00","0,00","14,8","0,00","0,00","0,00","0,00","0,00","0,31","0,00","0,00","0,00","0,00","0,00","0,00"
"0,00","8,98","0,00","18,3","67,8","0,00","0,00","0,00","0,00",899,"0,00",NA,"0,00","0,00","99,8","0,00","0,00","Oleo, linhaca","0,00","0,11","0,47","0,07","1,00","0,00","0,12","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00"
"0,00","15,2","0,00","23,3","60,0","0,00","0,00","0,00","0,00",900,"0,00","0,50","0,00","0,00","100,0","0,06","0,00","Oleo, girassol, frito","0,00","0,00","9,11","0,01","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","0,00"
"0,00","10,8","0,00","25,4","62,6","0,00","0,00","0,00","0,00",900,"0,00","1,14","0,00","0,00","100,0","0,00","0,00","Oleo, girassol, cozido","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"0,00","15,2","0,00","23,3","60,0","0,00","0,00","0,00","0,00",900,"0,00","0,50","0,00","0,00","100,0","0,06","0,00","Oleo, girassol, assado","0,00","0,00","9,11","0,01","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","0,00"
"0,00","10,8","0,00","25,4","62,6","0,00","0,00","0,00","0,00",900,"0,00","1,14","0,00","0,00","100,0","0,00","0,00","Oleo, girassol","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"0,00","14,2","0,00","39,7","41,7","0,00","0,00","0,00","0,00",900,"0,00",NA,"0,00","0,00","100,0","0,00","0,00","Oleo, gergelim","0,00","0,00","1,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"0,00","13,5","0,00","26,1","55,8","0,00","0,00","0,00","0,00",900,"0,00",NA,"0,00","0,00","100,0","0,00","0,00","Oleo, composto (85% soja, 15% oliva)","0,00","0,00","14,8","0,00","0,00","0,00","0,00",NA,NA,"0,00","0,00","0,00",NA,"0,00","0,00"
"0,00","82,5","0,03","6,33","1,70","0,00","0,00","0,00","0,00",892,"0,00",NA,"0,00","0,00","99,1","0,05","0,00","Oleo, coco","0,00","0,00","0,11","0,02","1,00","0,00","0,03",NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"37,8","2,26","0,57","2,79","0,36","4,54","5,46",202,"0,00",114,"0,95","0,11","0,92","21,8","5,94","1,00","0,02","Papa de carne bovina moida (acem), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal","9,34","10,2","0,36","2,96","9,83","0,97","77,9","0,14","0,06","1,35",tr,"0,04",149,"74,8","70,7"
"37,8","2,00","0,89","1,41","0,25","7,15","8,10",192,"0,00",111,"0,95","0,11","0,94",250,"4,13","1,38","0,03","Papa de carne bovina moida (acem), fuba e couve, c/ caldo de carne, c/ cebola, s/ oleo, c/ sal","11,4","10,9","0,17","2,89","28,2","0,97","76,0","0,38","0,05","0,74","0,03","0,04","63,4","31,9","70,5"
"37,8","2,32","0,88","1,87","1,44","7,01","7,91",188,"0,00",128,"0,95","0,12","0,90",250,"6,13","1,38","0,03","Papa de carne bovina moida (acem), fuba e couve, c/ caldo de carne, c/ cebola e oleo de soja, c/ sal","11,2","10,8","0,21","2,89","28,0","0,97","74,3","0,38","0,06","0,74","0,03","0,03","63,4","31,9","69,7"
"37,8","2,30","0,63","2,87","0,47","7,03","7,94",188,"0,00",128,"0,95","0,11","0,91",150,"6,13","1,39","0,03","Papa de carne bovina moida (acem), fuba e couve, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal","11,2","10,8","0,25","2,89","27,9","0,97","74,5","0,38","0,05","0,74","0,03","0,03","63,4","31,9","69,8"
"37,8","2,30","0,88","2,87","0,47","7,01","7,91",188,"0,00",128,"0,95","0,11","0,90",250,"6,13","1,39","0,03","Papa de carne bovina moida (acem), fuba e couve, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal","11,2","10,8","0,25","2,89","28,0","0,97","74,3","0,38","0,05","0,74","0,03","0,03","63,4","31,9","69,7"
"38,0","2,26","0,82","1,78","1,33","4,52","5,43",201,"0,00",114,"0,94","0,12","0,92",121,"5,91","0,97","0,02","Papa de carne bovina moida (acem), cenoura e batata baroa (mandioquinha, salsa), c/ caldo de frango, c/ cebola e oleo de soja, c/ sal","9,32","10,2","0,32","2,91","9,87","0,97","77,7","0,23","0,07","1,39","0,01","0,04",149,"74,7","71,0"
"37,8","2,32","0,63","1,87","1,44","7,03","7,94",188,"0,00",128,"0,95","0,12","0,91",150,"6,13","1,38","0,03","Papa de carne bovina moida (acem), fuba e couve, c/ caldo de carne, c/ cebola e oleo de soja, s/ sal","11,2","10,8","0,21","2,89","27,9","0,97","74,5","0,38","0,06","0,74","0,03","0,03","63,4","31,9","69,8"
"38,1","1,95","0,58","1,31","0,14","4,55","5,48",202,"0,00",96,"0,94","0,11","0,93","21,6","3,92","0,98","0,02","Papa de carne bovina moida (acem), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola, s/ oleo, s/ sal","9,39","10,2","0,29","2,92","9,96","0,97","79,8","0,24","0,06","1,40","0,01","0,04",150,"75,6","71,4"
"38,1","1,95","0,82","1,31","0,14","4,53","5,46",202,"0,00",96,"0,94","0,11","0,92",121,"3,92","0,98","0,02","Papa de carne bovina moida (acem), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola, s/ oleo, c/ sal","9,36","10,2","0,29","2,92","9,98","0,97","79,6","0,24","0,06","1,40","0,01","0,04",150,"75,6","71,3"
"38,0","2,26","0,57","1,78","1,33","4,54","5,46",202,"0,00",114,"0,94","0,12","0,92","21,6","5,92","0,97","0,02","Papa de carne bovina moida (acem), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e oleo de soja, s/ sal","9,34","10,2","0,32","2,91","9,84","0,97","77,9","0,23","0,07","1,39","0,01","0,04",149,"74,7","71,1"
"38,0","2,24","0,57","2,78","0,36","4,54","5,46",202,"0,00",114,"0,94","0,11","0,92","21,6","5,92","0,98","0,02","Papa de carne bovina moida (acem), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","9,34","10,2","0,36","2,91","9,84","0,97","77,9","0,23","0,06","1,39","0,01","0,04",149,"74,7","71,1"
"38,0","2,24","0,82","2,78","0,36","4,52","5,43",201,"0,00",114,"0,94","0,11","0,92",121,"5,91","0,99","0,02","Papa de carne bovina moida (acem), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","9,32","10,2","0,36","2,91","9,87","0,97","77,7","0,23","0,06","1,39","0,01","0,04",149,"74,7","71,0"
"37,8","1,96","0,57","1,33","0,13","4,55","5,48",203,"0,00",96,"0,95","0,11","0,93","21,9","3,95","0,99","0,02","Papa de carne bovina moida (acem), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola, s/ oleo, s/ sal","9,38","10,2","0,29","2,96","9,95","0,97","79,8","0,14","0,06","1,35",tr,"0,04",150,"75,6","71,0"
"37,8","1,96","0,82","1,33","0,13","4,53","5,46",202,"0,00",96,"0,95","0,11","0,92",121,"3,95","0,99","0,02","Papa de carne bovina moida (acem), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola, s/ oleo, c/ sal","9,36","10,2","0,29","2,96","9,97","0,97","79,6","0,14","0,06","1,35",tr,"0,04",150,"75,6","70,9"
"37,8","2,27","0,57","1,79","1,32","4,54","5,46",202,"0,00",114,"0,95","0,12","0,92","21,8","5,94","0,99","0,02","Papa de carne bovina moida (acem), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola e oleo de soja, s/ sal","9,34","10,2","0,32","2,96","9,83","0,97","77,9","0,14","0,07","1,35",tr,"0,04",149,"74,8","70,7"
"37,8","2,27","0,82","1,79","1,32","4,52","5,43",201,"0,00",114,"0,95","0,12","0,92",121,"5,94","0,99","0,02","Papa de carne bovina moida (acem), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola e oleo de soja, c/ sal","9,31","10,2","0,32","2,96","9,86","0,97","77,6","0,14","0,07","1,35",tr,"0,04",149,"74,8","70,6"
"37,8","2,26","0,82","2,79","0,36","4,52","5,43",201,"0,00",114,"0,95","0,11","0,92",121,"5,94","1,00","0,02","Papa de carne bovina moida (acem), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal","9,31","10,2","0,36","2,96","9,86","0,97","77,6","0,14","0,06","1,35",tr,"0,04",149,"74,8","70,6"
"38,1","1,97","0,59","1,31","0,17","4,17","5,49",185,"0,00",98,"0,94","0,13","1,32","20,9","3,98","1,04","0,03","Papa de carne bovina moida (acem), cara e brocolis, c/ caldo de frango, c/ cebola, s/ oleo, s/ sal","12,2","10,8","0,50","2,91","16,7","0,97","79,2","0,28","0,07","0,65","0,02","0,06","90,5","45,5","75,0"
"38,1","1,97","0,83","1,31","0,17","4,15","5,46",184,"0,00",98,"0,94","0,13","1,32",120,"3,98","1,04","0,03","Papa de carne bovina moida (acem), cara e brocolis, c/ caldo de frango, c/ cebola, s/ oleo, c/ sal","12,2","10,8","0,50","2,91","16,7","0,97","79,0","0,28","0,07","0,65","0,02","0,06","90,5","45,5","74,9"
