acidosGraxosMonoInsaturados,acidosGraxosPoliInsaturados,acidosGraxosSaturados,acidosGraxosTrans,calcio,carboidratoDisponível,carboidratoTotal,cobre,colesterol,energia,equivalenteFolato,ferro,fibraAlimentar,fosforo,lipidios,magnesio,niacina,nome,potassio,proteina,riboflavina,selenio,sodio,tiamina,umidade,vitaminaARAE,vitaminaARE,vitaminaB12,vitaminaB6,vitaminaC,vitaminaD,vitaminaE,zinco
"0,01","0,05","0,02","0,00","22,6","5,53","8,45","0,07","0,00",35,"62,3","0,35","2,91","21,2","0,12","16,6","0,00","Salada, vegetais crus, s/ oleo, s/ sal",319,"1,44","0,00","0,40","8,56","0,03","89,2",123,247,"0,00","0,04","5,14","0,00","0,21","0,37"
"2,10","1,80","3,17","0,21",168,"11,9","13,5","0,06","26,5",158,"26,8","1,08","1,63",129,"7,96","22,6","0,00","Sanduiche, pao forma integral, c/ queijo minas, alface americana, tomate, peito de peru defumado, pepino, c/ maionese",157,"8,81","0,11","3,48",315,"0,04","68,0",160,"39,5","0,35","0,04","3,79","0,48","0,71","0,94"
"2,42","0,43","0,51","0,00","29,9","5,48","8,23","0,07","0,00",64,"62,5","0,48","2,75","22,0","3,42","16,0","0,03","Salada, vegetais crus, c/ suco de limao, c/ azeite de oliva, c/ sal",322,"1,46","0,01","0,40","60,5","0,04","85,9",132,264,"0,00","0,06","8,13","0,00","0,81","0,40"
"1,12","2,89","0,79","0,02","18,1","2,68","4,55","0,22","0,00",62,"13,5","0,33","1,87","25,8","4,88","9,47","0,00","Salada, vegetais crus, c/ oleo de soja, c/ sal",199,"0,94","0,00","0,37",138,"0,03","88,8",151,302,"0,00","0,04","14,3","0,00","0,68","0,20"
"1,13","2,89","0,78","0,02","8,02","3,05","4,65","0,08","0,00",64,"15,3","0,27","1,60","24,1","4,90","9,87","0,00","Salada, vegetais crus, c/ oleo de soja, c/ sal",180,"1,12","0,02","0,16",135,"0,07","88,6","38,4","76,9","0,00","0,06","12,7","0,00","0,74","0,15"
"1,13","2,89","0,83","0,02","16,7","2,41","4,07","0,07","0,00",61,"18,6","0,40","1,68","25,2","4,89","10,6","0,26","Salada, vegetais crus, c/ oleo de soja, c/ sal",214,"1,13","0,04","0,16",135,"0,08","89,1","76,0",151,"0,00","0,06","13,5","0,00","0,66","0,19"
"1,24","3,18","0,85","0,03","21,4","5,23","7,98","0,08","0,00",80,"58,9","0,33","2,75","20,0","5,36","15,7","0,00","Salada, vegetais crus, c/ oleo de soja, c/ sal",301,"1,36","0,00","0,38",133,"0,03","84,2",116,233,"0,00","0,04","4,86","0,00","0,62","0,35"
"1,27","0,21","0,27","0,00","24,2","5,11","7,55","0,06","0,00",46,"49,6","0,37","2,44","20,6","1,78","14,7","0,01","Salada, vegetais crus, c/ molho vinagrete, c/ sal",286,"1,28","0,00","0,36",134,"0,04","88,3","99,0",198,"0,00","0,05","6,32","0,00","0,49","0,39"
"2,60","0,46","0,55","0,00","17,7","3,40","5,05","0,07","0,00",55,"21,2","0,42","1,65","25,8","3,69","10,4","0,03","Salada, vegetais crus, c/ molho de salada, c/ sal",207,"1,23","0,02","0,19","58,9","0,09","89,4","58,3",116,"0,00","0,08","15,7","0,00","1,01","0,21"
"2,59","0,46","0,60","0,00","24,3","2,67","4,33","0,06","0,00",52,"24,1","0,55","1,68","26,3","3,68","11,0","0,28","Salada, vegetais crus, c/ molho de salada, c/ sal",237,"1,20","0,04","0,18","59,3","0,08","90,1","93,5",187,"0,00","0,08","15,1","0,00","0,93","0,27"
"2,59","0,46","0,60","0,00","25,8","2,80","4,51","0,06","0,00",53,"24,4","0,55","1,72","26,9","3,68","11,2","0,28","Salada, vegetais crus, c/ molho de salada, c/ sal",239,"1,24","0,04","0,19","59,2","0,09","89,9","93,6",187,"0,00","0,08","16,5","0,00","0,93","0,24"
"2,42","0,42","0,51","0,00","28,4","5,35","8,07","0,07","0,00",63,"62,2","0,48","2,72","21,4","3,42","15,8","0,03","Salada, vegetais crus, c/ molho de salada, c/ sal",320,"1,43","0,01","0,39","60,6","0,03","86,1",132,264,"0,00","0,06","6,88","0,00","0,81","0,42"
"2,60","0,46","0,55","0,00","16,1","3,26","4,87","0,07","0,00",54,"20,9","0,42","1,61","25,2","3,69","10,3","0,03","Salada, vegetais crus, c/ molho de salada , c/ sal",205,"1,19","0,02","0,18","59,0","0,08","89,6","58,2",116,"0,00","0,08","14,3","0,00","1,00","0,23"
"3,49","0,59","0,73","0,00","8,02","3,05","4,65","0,06","0,00",64,"15,3","0,29","1,60","24,1","4,90","9,87","0,00","Salada, vegetais crus, c/ azeite de oliva, c/ sal",180,"1,12","0,02","0,16",135,"0,07","88,6","38,4","76,9","0,00","0,06","12,7","0,00","1,23","0,15"
"0,50","0,81","0,42","0,02","11,8","5,36","6,16","0,05","18,9",70,"7,08","0,29","0,80","62,5","1,86","9,32","1,88","Sopa, canja, c/ legumes, c/ arroz polido, c/ peito de frango, c/ sal",149,"7,48",tr,"2,77",211,"0,04","83,8","57,6",111,"0,03","0,04","2,92","0,00","0,41","0,35"
"1,36","3,33","1,81",NA,143,"59,9","63,7","0,35","0,00",338,191,"3,66","3,80",211,"6,90","60,3","1,48","Sopa, creme de cebola, desidratada",724,"7,30","0,28","5,02",8068,"0,28","3,34","0,75","1,50","0,00","0,58","3,42","0,00","2,64","1,13"
"1,40","3,42","1,86",NA,143,"59,4","63,2",NA,"0,00",339,"0,00","1,26","3,80",212,"7,10","60,4","1,48","Sopa, cebola, desidratada",725,"7,60","0,28",NA,8083,"0,28","3,16","20,9",NA,"0,00","0,59","3,42","0,00","2,71","1,13"
"0,99","0,58","0,56","0,00","39,3","18,3","19,2","0,00","0,18",109,"8,79","0,76","0,90","66,8","2,22","14,1","0,64","Sopa, carne, c/ macarrao e legumes, desidratada, preparada c/ agua",119,"3,54","0,13","0,00",1452,"1,52","71,6","0,00","0,00","0,15","0,06","4,86","0,00","0,22","0,47"
"3,29","1,93","1,85",NA,130,"61,0","64,0",NA,"0,61",364,"29,3","2,54","3,00",222,"7,40","46,9","2,15","Sopa, carne, c/ macarrao e legumes, desidratada",398,"11,8","0,44",NA,4840,"5,06","5,19",184,NA,"0,49","0,20","16,2","0,00","0,74","1,56"
"1,18","1,22","1,05","0,06","7,50","2,46","3,26","0,05","15,5",80,"4,91","0,71","0,81","60,6","3,73","7,63","0,79","Sopa, carne bovina, c/ vegetais, s/ sal",142,"8,72",tr,"0,40","17,2",tr,"83,8","67,7",134,"0,34","0,03","2,02","0,07","1,32","1,71"
"1,18","1,22","1,05","0,06","7,47","2,45","3,26","0,05","15,4",80,"4,90","0,71","0,81","60,5","3,73","7,62","0,79","Sopa, carne bovina, c/ vegetais, c/ sal",142,"8,71",tr,"0,40","17,2",tr,"83,8","67,5",133,"0,34","0,03","2,02","0,07","1,32","1,71"
"1,17","1,53","1,00","0,05","7,01","5,36","6,21","0,05","12,8",89,"11,7","0,61","0,85","56,0","3,94","6,80","0,67","Sopa, carne bovina, c/ macarrao, c/ vegetais, s/ sal",124,"7,55",tr,"0,58","14,0",tr,"81,9","46,1","91,1","0,27","0,04","2,45","0,06","1,41","1,42"
"0,76","0,51","0,75","0,04","14,7","5,13","6,17","0,05","11,9",72,"22,5","0,74","1,04","54,8","2,23","11,5","0,84","Sopa, carne bovina, c/ macarrao, c/ vegetais, s/ sal",176,"7,42","0,02","0,31","25,7","0,03","83,7","59,6",118,"0,28","0,04","1,59","0,06","0,86","1,49"
"0,50","0,54","0,47","0,03","11,0","9,28","10,3","0,05","6,65",73,"25,4","0,51","1,02","40,9","1,65","7,23","0,65","Sopa, carne bovina, c/ macarrao, c/ vegetais, s/ sal",129,"4,77","0,01","0,57","18,3","0,03","82,9","19,0","37,5","0,14","0,04","2,95","0,03","0,51","0,87"
"1,17","1,53","1,00","0,05","6,98","5,35","6,20","0,05","12,8",89,"11,7","0,61","0,85","56,0","3,94","6,79","0,66","Sopa, carne bovina, c/ macarrao, c/ vegetais, c/ sal",124,"7,54",tr,"0,58","14,0",tr,"81,9","45,9","90,8","0,27","0,04","2,45","0,06","1,41","1,42"
"0,76","0,51","0,74","0,04","14,8","5,12","6,16","0,05","11,9",72,"22,5","0,74","1,04","54,8","2,23","11,5","0,84","Sopa, carne bovina, c/ macarrao, c/ vegetais, c/ sal",176,"7,42","0,02","0,31",205,"0,03","83,2","59,4",118,"0,28","0,04","1,59","0,06","0,85","1,49"
"0,50","0,54","0,47","0,03","11,1","9,28","10,3","0,05","6,64",73,"25,4","0,51","1,02","40,8","1,65","7,22","0,65","Sopa, carne bovina, c/ macarrao, c/ vegetais, c/ sal",128,"4,77","0,01","0,57",198,"0,03","82,5","18,8","37,1","0,14","0,04","2,94","0,03","0,51","0,87"
"1,92","1,18","1,66",NA,"55,4","64,2","66,2",NA,"62,5",351,115,"2,46","2,00",196,"5,50","38,3","4,92","Sopa, canjao (galinha c/ arroz e legumes), desidratada",308,"10,1","0,38",NA,3671,"0,58","4,20","6,76","0,00","0,76","0,24","0,00","0,00","0,28","1,66"
"0,50","0,81","0,42","0,02","12,4","5,37","6,18","0,06","18,9",70,"7,42","0,30","0,81","62,7","1,86","9,42","1,89","Sopa, canja, c/ legumes, c/ arroz polido, c/ peito de frango, s/ sal",151,"7,49",tr,"2,77","24,1","0,04","84,2","57,6",111,"0,03","0,04","3,04","0,00","0,41","0,35"
"0,32","0,68","0,34","0,00","48,0","1,22","1,54","0,20",112,54,"12,2","1,20","0,32",132,"1,59","11,3","0,10","Sopa, camarao, s/ sal",102,"8,56","0,00","0,06",196,"0,01","87,5","21,4","37,2","0,74","0,03","3,20","0,03","0,88","0,59"
"0,26","0,54","0,30","0,00","47,0","1,08","1,36","0,20",112,51,"11,6","1,18","0,28",131,"1,34","11,0","0,10","Sopa, camarao, c/ sal","95,9","8,53","0,00","0,05",383,"0,01","87,5","20,5","35,4","0,74","0,02","2,96","0,04","0,84","0,58"
"0,28","0,74","0,19","0,00","3,02","7,10","8,12","0,04","0,00",45,"4,08","0,14","1,02","18,8","1,24","4,19",tr,"Sopa, batata inglesa, s/ sal",154,"0,95",tr,"0,15","1,52","0,03","89,4","0,00","0,00","0,00","0,06","2,78","0,00","0,16","0,13"
"0,28","0,74","0,19","0,00","3,13","7,10","8,12","0,04","0,00",45,"4,08","0,14","1,02","18,8","1,24","4,20",tr,"Sopa, batata inglesa, c/ sal",154,"0,95",tr,"0,15",189,"0,03","89,4",tr,tr,"0,00","0,06","2,78","0,00","0,16","0,14"
"0,32","0,75","0,23","0,01","10,8","8,00","9,01","0,08","1,91",52,"6,22","0,28","1,02","23,7","1,36","5,28","1,01","Sopa, Batata baroa (mandioquinha, batata salsa), s/ sal",148,"1,31",tr,"0,46","2,27","0,03","87,9","26,6","52,1","0,00","0,03","7,92","0,00","0,26","0,22"
"0,32","0,75","0,23","0,01","10,9","7,99","9,01","0,08","1,90",51,"6,20","0,28","1,01","23,6","1,36","5,27","1,01","Sopa, batata baroa (mandioquinha, batata salsa), c/ sal",148,"1,30",tr,"0,46",189,"0,03","87,4","26,4","51,7","0,00","0,03","7,92","0,00","0,26","0,22"
"0,75","0,50","0,63","0,04","11,6","7,91","8,85","0,08","13,0",71,"6,87","0,61","0,94","31,1","2,06","6,05","1,13","Sopa, Batata baroa (mandioquinha, batata salsa), c/ charque (carne seca, carne de sol, jaba), c/ sal",148,"4,76",tr,"0,40",334,"0,03","83,1","23,2","45,5","0,19","0,02","7,70","0,00","0,42","0,82"
"0,37","0,82","0,23","0,01","9,61","4,87","6,30","0,05","0,00",40,"7,47","0,26","1,43","21,8","1,56","6,11","0,06","Sopa, abobora, cabotian (japonesa), s/ sal",131,"0,94","0,00","0,61","1,34","0,04","90,7",165,329,"0,00","0,06","4,45","0,00","3,96","0,18"
"0,37","0,82","0,23","0,01","8,72","4,85","6,27","0,05","0,00",40,"6,92","0,24","1,42","21,6","1,55","6,00","0,06","Sopa, abobora, cabotian (japonesa), c/ sal",127,"0,93","0,00","0,61",189,"0,04","90,3",164,327,"0,00","0,06","4,29","0,00","3,96","0,17"
"7,96","3,84","6,32","0,12","26,1","4,12","5,45","0,13","45,3",258,"12,3","0,95","1,33",102,"20,5","16,0","3,35","Sopa paulista, s/ sal",250,"13,6","0,04","5,33",333,"0,24","59,2","28,4","54,4","0,54","0,04","9,38","0,10","0,76","1,27"
"7,96","3,84","6,31","0,12","26,1","4,12","5,45","0,13","45,3",258,"12,3","0,95","1,33",102,"20,5","16,0","3,35","Sopa paulista, c/ sal",249,"13,6","0,04","5,33",533,"0,24","58,7","28,2","54,0","0,54","0,04","9,37","0,10","0,76","1,27"
"0,15","0,09","0,13",NA,"6,00","3,97","4,17","0,03","5,00",24,"5,00","0,16","0,20","13,0","0,44","3,00","0,33","Sopa instantanea, c/ macarrao","20,0","1,03","0,03","2,20",248,"0,04","93,5","1,00","1,00","0,05","0,02","0,00","0,00","0,02","0,12"
"0,19","0,51","0,12","0,00","20,3","5,04","7,14","0,17","0,00",40,"25,7","1,20","2,10","33,6","0,90","19,1","0,38","Sopa de entulho, c/ vegetais, c/ feijao vermelho, s/ sal",171,"1,95","0,01","0,16","21,5","0,04","89,2","72,3",143,"0,00","0,06","2,81","0,00","0,42","0,72"
"0,19","0,51","0,12","0,00","20,4","5,04","7,14","0,17","0,00",40,"25,7","1,20","2,10","33,6","0,90","19,1","0,38","Sopa de entulho, c/ vegetais, c/ feijao vermelho, c/ sal",171,"1,95","0,01","0,16",209,"0,04","88,7","72,1",143,"0,00","0,06","2,80","0,00","0,42","0,72"
"0,78","0,51","0,74","0,04","16,1","3,68","5,21","0,14","11,9",70,"18,2","1,37","1,53","62,0","2,24","16,7","0,68","Sopa de entulho, c/ carne e vegetais, c/ feijao vermelho, s/ sal",177,"7,94","0,01","0,13","26,2","0,03","83,8","50,5","99,9","0,29","0,04","2,02","0,06","0,53","1,88"
"0,78","0,51","0,74","0,04","16,1","3,67","5,20","0,14","11,9",70,"18,2","1,37","1,53","61,9","2,24","16,7","0,68","Sopa de entulho, c/ carne e vegetais, c/ feijao vermelho, c/ sal",177,"7,94","0,01","0,13",213,"0,03","83,4","50,3","99,6","0,29","0,04","2,02","0,06","0,53","1,88"
"2,29","4,27","2,35","0,10","15,7","52,1","53,7","0,11","45,2",332,128,"3,80","1,61","92,8","9,76","20,7","0,61","Sonho, frito, s/ recheio, s/ acucar polvilhado",114,"8,12","0,06","5,66",273,"0,16","27,3","34,5","34,6","0,09",tr,tr,"0,24","1,40","0,71"
"2,33","4,34","2,40","0,10","15,8","54,0","55,6","0,11","45,2",341,127,"3,81","1,61","92,8","9,92","20,7","0,61","Sonho, frito, s/ recheio, polvilhado com acucar",114,"8,13","0,06","5,68",273,"0,16","25,2","35,2","35,2","0,09",tr,tr,"0,24","1,43","0,71"
"1,89","3,39","2,01","0,08","13,7","60,8","62,1","0,09","41,0",344,100,"3,02","1,27","74,4","8,03","16,3","0,47","Sonho, frito, c/ recheio de creme de confeiteiro, polvilhado c/ acucar e canela","90,5","6,42","0,04","4,69",294,"0,12","22,2","35,7","35,8","0,07",tr,tr,"0,21","1,16","0,57"
"1,42","2,02","1,78","0,08","15,7","51,8","53,4","0,10","45,2",297,128,"3,80","1,61","92,8","6,01","20,7","0,61","Sonho, assado, s/ recheio, s/ acucar polvilhado",114,"8,12","0,06","5,66",273,"0,16","31,3","34,5","34,6","0,09",tr,tr,"0,24","0,94","0,71"
"1,29","1,84","1,62","0,07","13,7","60,8","62,1","0,08","41,0",320,101,"3,02","1,27","74,4","5,45","16,3","0,47","Sonho, assado, c/ recheio de creme, polvilhado c/ acucar e canela","90,5","6,42","0,04","4,69",295,"0,12","24,8","35,7","35,8","0,07",tr,tr,"0,21","0,85","0,57"
"2,62","3,08","3,44","0,10","30,6","41,8","43,0","0,08","32,9",256,101,"2,82","1,22","64,0","6,84","21,0","0,51","Sonho, assado, c/ recheio de brigadeiro, c/ cobertura de chocolate",110,"6,18","0,07","4,36",195,"0,15","7,80",125,125,"0,15","0,06",tr,"0,16","1,04","0,49"
"0,50","1,70","0,40",NA,"80,8","1,37","2,13","0,18",NA,69,"13,0","1,43","0,75",129,"3,95","38,2",tr,"Soja, tofu",181,"6,55",tr,NA,"1,21","0,04","86,6",NA,NA,"0,00",tr,tr,"0,00",NA,"0,89"
"0,23","0,59","0,15","0,00","56,9","18,3","23,1","0,01","0,00",188,"1,45","4,44","4,80",251,"0,36","12,7","0,38","Soja, proteina, texturizada, hidratada (c/ caldo de legumes), s/ sal","38,1","25,4","0,03","0,04",269,"0,00","47,3","12,2","24,4","0,00","0,03","0,28","0,00","0,04","1,31"
"0,49","1,26","0,32","0,01","52,9","17,3","21,8","0,02","0,00",185,"2,13","4,06","4,51",232,"1,53","12,4","0,35","Soja, proteina, texturizada, hidratada (c/ caldo de legumes), refogada, c/ oleo, cebola e alho, c/ sal","51,2","23,2","0,02","0,07",424,"0,00","49,5","12,1","24,2","0,00","0,04","0,72","0,00","0,20","1,21"
"0,42","1,07","0,27","0,00",176,"32,5","41,0",NA,"0,00",336,174,"14,4","8,46",770,"0,62","38,7","1,43","Soja, proteina, texturizada","80,4","45,9","0,10",NA,997,"0,00","5,67","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00"
"8,30","21,2","5,43","0,00",295,"14,0","23,5",NA,"0,00",549,400,"16,8","9,51",752,"37,6",299,"1,73","Soja, grao, tostada, s/ casca, moida",1919,"34,0","0,93",NA,"2,14","0,93","2,28","1,88",NA,"0,00","0,00","6,41","0,00","1,60","5,22"
"5,21","13,3","3,41","0,00",282,"10,8","31,5","1,69","0,00",431,381,"6,33","20,7",717,"23,6",285,"1,65","Soja, grao, torrado (media de varias amostras)",1830,"33,5","0,89","18,1","2,04","0,89","6,84","1,18",NA,"0,00","0,38","6,11","0,00","1,01","4,98"
"5,32","13,6","3,49","0,00",296,"18,6","36,4","1,78","0,00",458,401,"5,88","17,8",754,"24,1",300,"1,74","Soja, grao, seco em estufa",1926,"32,7","0,93","19,1","2,14","0,94","1,97","1,21",NA,"0,00","0,40","6,43","0,00","1,03","5,24"
"0,93","2,37","0,61","0,00","62,5","4,53","7,72",NA,"0,00",94,"84,5","3,54","3,19",158,"4,19","63,1","0,37","Soja, grao, organica, cozida, s/ sal",405,"7,89","0,20",NA,"0,45","0,20","79,4","0,21",NA,"0,00","0,00","1,35","0,00","0,18","1,10"
"1,17","3,00","0,77","0,00","59,5","7,33","8,44","0,34","0,00",125,108,"3,94","1,11",132,"5,31","61,7","0,47","Soja, grao, descascada, cozida, s/ sal",466,"11,3","0,25","23,4","3,15","0,25","73,5","0,27",NA,"0,00","0,00","1,74","0,00","0,23","1,04"
"4,93","12,6","3,23","0,00",203,"10,7","22,6","1,17","0,00",427,370,"13,5","11,9",453,"22,3",210,"1,60","Soja, grao, cru (media de diferentes variedades)",1590,"39,9","0,86","80,0","10,8","0,86","9,70","1,22","2,44","0,00","0,38","5,92","0,00","0,95","3,54"
"2,04","5,22","1,34","0,00","71,0","0,57","9,48","0,34","0,00",168,"76,2","4,70","8,92",167,"9,26","73,7","0,43","Soja, grao, cozido, drenado, s/ oleo, s/ sal",490,"16,2","0,27","32,9","3,32","0,23","62,8","0,50","1,01","0,00","0,11","1,46","0,00","0,36","1,31"
"2,04","5,20","1,33","0,00","70,8","0,56","9,44","0,34","0,00",167,"75,8","4,69","8,88",167,"9,22","73,4","0,43","Soja, grao, cozido, drenado, s/ oleo, c/ sal",488,"16,1","0,26","32,8",183,"0,23","62,6","0,50","1,00","0,00","0,11","1,46","0,00","0,35","1,31"
"4,25","5,35","1,75","0,00","68,9","0,55","9,20","0,33","0,00",190,"73,9","4,58","8,65",162,"12,0","71,5","0,42","Soja, grao, cozido, drenado, c/ azeite de oliva, s/ sal",476,"15,7","0,26","31,9","3,28","0,22","61,0","0,00","0,00","0,00","0,10","1,42","0,00","0,90","1,27"
"4,24","5,33","1,74","0,00","68,7","0,55","9,16","0,33","0,00",189,"73,5","4,56","8,61",162,"11,9","71,2","0,41","Soja, grao, cozido, drenado, c/ azeite de oliva, c/ sal",474,"15,6","0,26","31,8",183,"0,22","60,7","0,00","0,00","0,00","0,10","1,41","0,00","0,89","1,27"
"4,79","12,2","3,14","0,00",194,"25,9","28,0","1,28","0,00",458,341,"7,32","2,11",536,"21,7",273,tr,"Soja, farinha, s/ casca (media de diferentes variedades)",1849,"38,6","0,04",NA,"18,6","0,20","6,20","6,31",NA,"0,00","0,03",tr,"0,00","2,05","4,35"
"0,17","0,44","0,11",NA,199,"18,6","39,3","1,25","0,00",308,300,"12,7","20,6",522,"1,01",234,tr,"Soja, farinha, c/ casca, desengordurada",1863,"45,8","0,04",NA,"5,58","0,19","8,66","1,66",NA,"0,00","0,03",tr,"0,00","0,10","4,40"
"3,23","8,26","2,12","0,00",206,"18,3","38,4","1,29","0,00",389,342,"13,1","20,2",539,"14,6",241,tr,"Soja, farinha, c/ casca",1922,"36,0","0,04",NA,"5,75","0,20","5,75","4,25",NA,"0,00","0,03",tr,"0,00","1,38","4,54"
"6,40","12,9","3,30",NA,359,"21,2","28,5","1,19","0,00",478,287,"7,01","7,31",646,"26,2",215,tr,"Soja, extrato, soluvel, em po",1606,"35,7","0,11","1,30","83,5",tr,"4,47","0,00","0,00","0,00",tr,"9,21","0,00","0,00","5,84"
"0,18","0,35","0,12","0,01","27,4","11,3","11,7","0,14","0,00",61,"43,5","0,72","0,34","87,6","0,94","25,6",tr,"Soja, extrato, c/ suco de morango",200,"1,58",tr,NA,"93,7",tr,"85,6","0,00","0,00","0,00",tr,tr,"0,00","0,00","0,46"
"0,22","0,45","0,15","0,01","28,6","11,8","12,1","0,14","0,00",65,"45,5","0,75","0,34","91,5","1,20","26,7",tr,"Soja, extrato, c/ suco de maracuja",209,"1,50",tr,NA,"97,8",tr,"84,9","0,00","0,00","0,00",tr,tr,"0,00","0,00","0,48"
"0,24","0,48","0,16","0,01","27,8","11,5","11,9","0,14","0,00",63,"44,3","0,73","0,34","89,1","1,28","26,0",tr,"Soja, extrato, c/ suco de maca",203,"1,27",tr,NA,"95,2",tr,"85,3","0,00","0,00","0,00",tr,tr,"0,00","0,00","0,47"
"0,14","0,29","0,10","0,00","31,0","13,8","14,1","0,16","0,00",68,"49,4","0,82","0,34","99,4","0,77","29,0",tr,"Soja, extrato, c/ suco de abacaxi",227,"1,30",tr,NA,106,tr,"83,6","0,00","0,00","0,00",tr,tr,"0,00","0,00","0,52"
"0,30","0,60","0,20","0,01","16,5","4,06","4,25","0,08",NA,42,"27,3","0,43","0,18","52,9","1,61","15,5",tr,"Soja, extrato, bebida, natural (media de diferentes amostras)",121,"2,73",tr,NA,"56,5",tr,"90,9","0,00","0,00","0,00",tr,tr,"0,00","0,00","0,28"
"0,13","0,32","0,07",NA,706,"8,23","8,23","0,69","0,00",49,"8,18","4,61","0,00",499,"0,58","25,7","0,55","Soja, extrato, bebida (tipo iogurte) (media de diferentes amostras)",241,"2,82","0,11",NA,204,"0,09","88,0","0,00","0,00","0,00","0,03","0,00",NA,NA,"0,56"
,,,,,,,,,,,,,,,,,"Snacks, banana chips, com gordura",,,,,,,,,,,,,,,
"0,30","0,60","0,20","0,01","16,5","9,54","9,67","0,08","0,00",56,"38,8","0,43","0,12","52,9","1,16","15,5",tr,"Soja, extrato, bebida (media de diferentes sabores)",121,"1,76",tr,"0,45","56,5",tr,"87,1","0,00",NA,"0,00",tr,tr,"0,00","0,00","0,28"
"0,28","1,08","0,30","0,01",149,"2,30","6,58","0,25","0,00",50,"71,5","1,52","4,29","60,6","2,08","35,7",tr,"Serralha, folha, refogada (c/ oleo, cebola e alho), s/ sal",328,"3,31","0,13","0,75","22,9",tr,"86,3",642,1285,"0,00","0,10","1,52","0,00","2,54","1,59"
"0,28","1,07","0,30","0,01",102,"2,61","6,88","0,50","0,00",89,"71,2","1,14","4,27","14,6","2,08","14,6",tr,"Serralha, folha, refogada (c/ oleo, cebola e alho), c/ sal",439,"3,30","0,13","0,87",142,tr,"86,1",640,1280,"0,00","0,10","1,51","0,00","2,53","0,24"
"0,10","0,30","0,10","0,00",126,"1,43","4,95","0,20","0,00",30,"85,7","1,27","3,52","48,3","0,74","29,6",tr,"Serralha, folha, crua",265,"2,67","0,11","0,61","19,3",tr,"90,2",605,1210,"0,00","0,08","1,51","0,00","2,02","1,33"
"0,10","0,31","0,10","0,00",125,"1,50","5,19","0,20","0,00",32,"45,0","1,00","3,69","45,6","0,78","18,6",tr,"Serralha, folha, cozida, drenada, s/ oleo, s/ sal",139,"2,81","0,08","0,58","15,2",tr,"89,8",571,1143,"0,00","0,05","0,63","0,00","2,12","1,05"
"0,10","0,31","0,10","0,00",125,"1,49","5,18","0,20","0,00",32,"44,8","1,00","3,68","45,5","0,78","18,6",tr,"Serralha, folha, cozida, drenada, s/ oleo, c/ sal",138,"2,80","0,08","0,58",143,tr,"89,5",569,1139,"0,00","0,05","0,63","0,00","2,11","1,05"
"6,45","0,95","13,4","0,71","16,3","62,5","62,9","0,03",117,465,"7,30","0,63","0,37","29,6","23,2","7,54","0,00",Sequilho,"43,8","1,29","0,02","3,30","7,71","0,01","12,4",279,283,"0,14","0,00","0,00","0,31","0,83","0,22"
"6,03","8,84","3,67",NA,"55,0","35,4","53,8","0,69","0,00",427,"9,00","3,31","18,4","92,0","19,4",262,"0,29","Semente de abobora, inteira, torrada, s/ oleo, s/ sal",919,"18,6","0,05",NA,"18,0","0,03","4,50","3,00","3,00","0,00","0,04","0,30","0,00",NA,"10,3"
"10,8","37,5","5,95",NA,"57,0","9,09","20,6","1,83","0,00",639,238,"6,81","11,5",1158,"56,8",129,"4,20","Semente de girassol, torrada, s/ oleo, s/ sal",491,"17,2","0,29",NA,"3,00","0,33","1,00","0,00","0,00","0,00","0,81","1,40","0,00",NA,"5,30"
"1,11","0,72","1,39",tr,"12,2","1,09","1,09","1,48",315,118,NA,"7,18",NA,163,"4,42","12,8","3,84","Sarapatel, s/ sal",198,"18,5","0,11",NA,215,tr,"75,0",NA,NA,NA,tr,tr,NA,NA,"1,77"
"1,10","0,71","1,39",tr,"12,3","1,09","1,09","1,48",313,118,NA,"7,15",NA,162,"4,40","12,7","3,82","Sarapatel, c/ sal",197,"18,4","0,11",NA,394,tr,"74,6",NA,NA,NA,tr,tr,NA,NA,"1,76"
"0,01","0,04","0,02",NA,"6,00","0,01","0,01","0,14","40,0",75,NA,"42,0","0,00","74,0","0,10","9,00",NA,"Sangue, porco, cru",174,"18,5","0,03","14,0",207,"0,09","79,2",NA,"30,0","0,60","0,01","0,00","0,10",NA,"0,30"
"5,06","3,78","5,78",NA,"82,0","15,7","16,7","0,05","36,0",248,"72,0","2,00","1,00",113,"15,3","18,0","2,56","Sanduiche, Whopper, c/ queijo, Burguer King",169,"11,2","0,20","18,4",453,"0,21","54,9",NA,NA,NA,"0,07","0,20",NA,"0,08","1,60"
"0,98","0,39","1,94","0,07","58,9","16,8","19,8","0,08","8,73",128,"45,8","1,28","2,93","87,4","3,73","27,7","0,17","Sanduiche, vegetariano, pao forma integral, c/ alface, tomate, pimentao vermelho, cebola, berinjela grelhada e cream cheese, c/ sal",180,"5,20","0,06","2,25",215,"0,06","70,1","55,5","78,8","0,04","0,07","25,2","0,05","0,95","0,68"
"5,08","3,03","8,33","1,67",349,"29,4","30,7","0,10","34,5",349,"78,1","2,27","1,30",237,"20,3","23,6","1,23","Sanduiche, queijo quente, pao frances, c/ queijo prato, c/ margarina",106,"14,6","0,44","11,5",568,"0,20","31,3",103,105,"1,05","0,32","0,00","0,20","0,84","1,76"
